DESCRIPTION,SHOWROOM COLOR,ALGO HEXA1,ALGO CONFUSED1,ALGO PRECISE1,ALGO HEXA2,ALGO CONFUSED2,ALGO PRECISE2,ALGO HEXA3,ALGO CONFUSED3,ALGO PRECISE3,ALGO HEXA4,ALGO CONFUSED4,ALGO PRECISE4,ALGO HEXA5,ALGO CONFUSED5,ALGO PRECISE5
Robe volantée   Bleu marine,,#2c2f47,Black,MidnightBlue,#2e314b,Black,MidnightBlue,#343447,Black,MidnightBlue,#2c2834,Black,MidnightBlue,,,
Robe volantée   Bleu marine,,#2c2f47,Black,MidnightBlue,#2e314b,Black,MidnightBlue,#343447,Black,MidnightBlue,#2c2834,Black,MidnightBlue,,,
Robe volantée   Bleu marine,,#2c2f47,Black,MidnightBlue,#2e314b,Black,MidnightBlue,#343447,Black,MidnightBlue,#2c2834,Black,MidnightBlue,,,
Robe fourreau   Bleu électrique, bleu électrique  ,#016cd8,Teal,RoyalBlue,#0148b5,Teal,MediumBlue,#0670da,Teal,RoyalBlue,#0f4098,Teal,MidnightBlue,,,
Robe motifs animaliers   Rose et ocre, rose,#b19f98,Silver,DarkGrey,#b19b93,Silver,RosyBrown,#a7968f,Gray,RosyBrown,#eccdb2,Silver,Moccasin,,,
Robe motifs animaliers   Rose et ocre, rose,#b09e98,Silver,DarkGrey,#b19b93,Silver,RosyBrown,#a7968f,Gray,RosyBrown,#eccdb2,Silver,Moccasin,,,
Robe motifs animaliers   Rose et ocre, rose,#b09e98,Silver,DarkGrey,#b19b93,Silver,RosyBrown,#a7968f,Gray,RosyBrown,#eccdb2,Silver,Moccasin,,,
Robe patineuse   Bleu marine, bleu marine et noir  ,#3a3550,Teal,MidnightBlue,#353462,Teal,MidnightBlue,#28233f,Black,MidnightBlue,#e5caae,Silver,Moccasin,,,
Robe longue motifs fleuris   Curcuma, curcuma et bleu  ,#f6bb59,Orange,DarkKhaki,#faab4a,Orange,Coral,#eb9c48,Orange,Coral,,,,,,
Robe longue motifs fleuris   Curcuma, curcuma et bleu  ,#f6bb5a,Orange,DarkKhaki,#faab4a,Orange,Coral,#eb9c48,Orange,Coral,,,,,,
Robe longue motifs fleuris   Curcuma, curcuma et bleu  ,#f6bb59,Orange,DarkKhaki,#faab4a,Orange,Coral,#eb9c48,Orange,Coral,,,,,,
Robe longue motifs fleuris   Noir,,#e5d3cb,Silver,LightGrey,#b2a29c,Silver,DarkGrey,#4f433f,Gray,DimGrey,,,,,,
Robe longue motifs fleuris   Noir,,#e5d3cb,Silver,LightGrey,#b2a29c,Silver,DarkGrey,#4f433f,Gray,DimGrey,,,,,,
Robe longue motifs fleuris   Noir,,#e5d3cb,Silver,LightGrey,#b2a29c,Silver,DarkGrey,#4f433f,Gray,DimGrey,,,,,,
Robe longue motifs fleuris   Bleu marine, bleu marine,#41496a,Gray,DimGrey,#39435b,Teal,MidnightBlue,#3e3f62,Teal,MidnightBlue,,,,,,
Robe longue motifs fleuris   Bleu marine, bleu marine,#41496a,Gray,DimGrey,#39435b,Teal,MidnightBlue,#3e3f62,Teal,MidnightBlue,,,,,,
Robe longue motifs fleuris   Bleu marine, bleu marine,#41496a,Gray,DimGrey,#39435b,Teal,MidnightBlue,#3e3f62,Teal,MidnightBlue,,,,,,
Robe longue motifs fleuris   Bleu marine, bleu marine,#41496a,Gray,DimGrey,#39435b,Teal,MidnightBlue,#3e3f62,Teal,MidnightBlue,,,,,,
Combinaison motifs fantaisie   Saumon, saumon,#bca6a9,Silver,DarkGrey,#e6c9b8,Silver,Pink,#b4a0a6,Silver,DarkGrey,#6e7d91,Gray,Grey,,,
Combinaison trompe-l'oeil   Noir et beige, noir,#332f34,Black,MidnightBlue,#373035,Black,MidnightBlue,#373136,Black,MidnightBlue,#d9cbbf,Silver,LightGrey,,,
Robe patineuse   Orange, orange,#f96c18,Orange,DarkOrange,#f7641a,Orange,Chocolate,#fa5f11,Orange,OrangeRed,#443638,Black,MidnightBlue,,,
Robe patineuse   Orange, orange,#f96c18,Orange,DarkOrange,#f7641a,Orange,Chocolate,#fa5f11,Orange,OrangeRed,#443638,Black,MidnightBlue,,,
Robe longue à rayures   Noir et blanc, noir,#3e373a,Black,MidnightBlue,#433c41,Gray,DimGrey,#e9c8aa,Silver,LightPink,,,,,,
Robe patineuse en guipure   Fuchsia, fuchsia et noir  ,#f794b8,Silver,LightPink,#f387b0,Silver,LightPink,#f488b0,Silver,LightPink,#5c5055,Gray,DimGrey,#f791b7,Silver,LightPink
Robe longue   Corail, corail  ,#fc827b,Silver,Salmon,#fe8881,Silver,Salmon,#fb827a,Silver,Salmon,,,,,,
Robe longue   Corail, corail  ,#fc827b,Silver,Salmon,#fe8881,Silver,Salmon,#fb827a,Silver,Salmon,,,,,,
Robe volantée   Ecru, écru  ,#d7c6b8,Silver,Silver,#dcd8cc,Silver,LightGrey,#e1b196,Silver,Tan,#b98668,Gray,RosyBrown,,,
Robe motifs fantaisie   Noir et beige, noir,#848380,Gray,Grey,#87817d,Gray,Grey,#918a85,Gray,Grey,#e2c6ad,Silver,LightPink,,,
Combinaison motifs fleuris   Bleu marine, bleu marine,#e6c8b4,Silver,LightPink,#e7c5b6,Silver,LightPink,#373d6c,Teal,MidnightBlue,#323449,Black,MidnightBlue,,,
Combinaison motifs fleuris   Bleu marine, bleu marine,#e6c8b4,Silver,LightPink,#e7c5b6,Silver,LightPink,#373d6c,Teal,MidnightBlue,#323449,Black,MidnightBlue,,,
Combinaison motifs fleuris   Bleu marine, bleu marine,#e6c8b4,Silver,LightPink,#e7c5b6,Silver,LightPink,#373d6c,Teal,MidnightBlue,#323449,Black,MidnightBlue,,,
Robe fourreau  Bleu marine et blanc, bleu marine et blanc  ,#a7a5b8,Silver,DarkGrey,#aaa7b6,Silver,DarkGrey,#87838e,Gray,Grey,#3b394b,Teal,MidnightBlue,,,
Robe fourreau  Bleu marine et blanc, bleu marine et blanc  ,#a7a5b8,Silver,DarkGrey,#aaa7b6,Silver,DarkGrey,#87838e,Gray,Grey,#3b394b,Teal,MidnightBlue,,,
Robe fourreau  Bleu marine et blanc, bleu marine et blanc  ,#a7a5b8,Silver,DarkGrey,#aaa7b6,Silver,DarkGrey,#87838e,Gray,Grey,#3b394b,Teal,MidnightBlue,,,
Robe fourreau   Framboise, framboise  ,#dc0b75,Fuschia,DeepPink,#dd0c77,Fuschia,DeepPink,#e7c7b4,Silver,LightPink,#da2674,Gray,DeepPink,,,
Robe fourreau   Framboise, framboise  ,#dc0b75,Fuschia,DeepPink,#dd0c77,Fuschia,DeepPink,#e7c7b4,Silver,LightPink,#da2674,Gray,DeepPink,,,
Robe fourreau   Noir, noir  ,#393436,Black,MidnightBlue,#2e282b,Black,MidnightBlue,#383233,Black,MidnightBlue,#312e33,Black,MidnightBlue,,,
Robe patineuse   Bleu marine, bleu marine  ,#384068,Teal,MidnightBlue,#384067,Teal,MidnightBlue,#3e456d,Teal,DimGrey,#3b364a,Teal,MidnightBlue,,,
Robe patineuse   Bleu marine, bleu marine  ,#384069,Teal,MidnightBlue,#384067,Teal,MidnightBlue,#3e456d,Teal,DimGrey,#3b364a,Teal,MidnightBlue,,,
Robe volantée   Noir, noir  ,#3a3134,Black,MidnightBlue,#493f45,Gray,DimGrey,#453b3d,Black,DimGrey,#f1d6b9,Silver,Moccasin,,,
Robe volantée   Noir, noir  ,#3a3134,Black,MidnightBlue,#493f45,Gray,DimGrey,#453b3e,Black,DimGrey,#f1d6b9,Silver,Moccasin,,,
Robe volantée   Noir, noir  ,#3a3134,Black,MidnightBlue,#493f45,Gray,DimGrey,#453b3e,Black,DimGrey,#f1d6b9,Silver,Moccasin,,,
Robe fourreau à rayures   Bleu marine et blanc, bleu marine et blanc  ,#474665,Gray,DimGrey,#434875,Gray,DimGrey,#46496c,Gray,DimGrey,#333a62,Teal,MidnightBlue,,,
Robe fourreau à rayures   Bleu marine et blanc, bleu marine et blanc  ,#474665,Gray,DimGrey,#434875,Gray,DimGrey,#46496c,Gray,DimGrey,#333a62,Teal,MidnightBlue,,,
Robe fourreau à rayures   Bleu marine et blanc, bleu marine et blanc  ,#474665,Gray,DimGrey,#434875,Gray,DimGrey,#46496c,Gray,DimGrey,#333a62,Teal,MidnightBlue,,,
Robe droite   Noir et blanc, noir et blanc  ,#352c2e,Black,MidnightBlue,#e0c9b8,Silver,LightGrey,#373032,Black,MidnightBlue,#ecd3b9,Silver,Moccasin,,,
Robe droite   Noir et blanc, noir et blanc  ,#352c2e,Black,MidnightBlue,#e0c9b8,Silver,LightGrey,#373032,Black,MidnightBlue,#ecd3b9,Silver,Moccasin,,,
Robe à rayures   Bleu marine et blanc, bleu marine et blanc  ,#ecd7c8,Silver,LightGrey,#dac3b4,Silver,Silver,#e7d1bc,Silver,LightGrey,#444659,Gray,DimGrey,,,
Robe longue motifs fantaisie   Sable, sable,#d3bdb3,Silver,Silver,#d2bab2,Silver,Silver,#e2d7cd,Silver,LightGrey,,,,,,
Robe fourreau   Vert, vert  ,#6ad299,Gray,LightGreen,#60cb8f,Gray,LightGreen,#72cc97,Gray,LightGreen,#67cf97,Gray,LightGreen,,,
Robe motifs fantaisie   Jaune, jaune,#b9b283,Silver,DarkKhaki,#ded0a2,Silver,Khaki,#e8b6ad,Silver,LightPink,#eab49d,Silver,Tan,,,
Robe motifs fantaisie   Jaune, jaune,#b8b183,Silver,DarkKhaki,#ded0a2,Silver,Khaki,#e8b6ad,Silver,LightPink,#eab49d,Silver,Tan,,,
Robe en jean   Bleu, bleu  ,#4b75ab,Gray,RoyalBlue,#5880b8,Gray,RoyalBlue,#486085,Gray,DimGrey,#2a3e5d,Teal,MidnightBlue,,,
Robe en jean   Bleu, bleu  ,#4b74aa,Gray,RoyalBlue,#5880b8,Gray,RoyalBlue,#486085,Gray,DimGrey,#293e5d,Teal,MidnightBlue,,,
Robe longue motifs fleuris   Ecru, écru,#e1cbb8,Silver,LightGrey,#e1c4ae,Silver,LightPink,#ecdfce,Silver,Beige,,,,,,
Robe fourreau à rayures   Noir et corail, noir,#e9c8c7,Silver,Pink,#ebcec5,Silver,Pink,#342e2e,Black,MidnightBlue,#e6cfbb,Silver,LightGrey,,,
Robe fourreau à rayures   Noir et corail, noir,#e9c8c7,Silver,Pink,#ebcec5,Silver,Pink,#342e2e,Black,MidnightBlue,#e6cfbb,Silver,LightGrey,,,
Robe patineuse motifs fleuris   Bleu marine, bleu marine,#535e83,Gray,DimGrey,#505881,Gray,DimGrey,#4b5471,Gray,DimGrey,#414d7b,Gray,DimGrey,,,
Robe fourreau   Bleu électrique, bleu électrique  ,#1f65d3,Teal,RoyalBlue,#337ee7,Teal,RoyalBlue,#e4cab7,Silver,LightGrey,#0e60cc,Teal,RoyalBlue,,,
Robe fourreau   Bleu électrique, bleu électrique  ,#1f65d3,Teal,RoyalBlue,#337ee7,Teal,RoyalBlue,#e4cab7,Silver,LightGrey,#0e60cc,Teal,RoyalBlue,,,
Robe fourreau   Bleu électrique, bleu électrique  ,#1f65d3,Teal,RoyalBlue,#337ee7,Teal,RoyalBlue,#e4cab7,Silver,LightGrey,#0e60cc,Teal,RoyalBlue,,,
Robe droite   Noir, noir  ,#363032,Black,MidnightBlue,#352e32,Black,MidnightBlue,#362e31,Black,MidnightBlue,#2e2728,Black,Black,,,
Robe fourreau en guipure   Noir, noir  ,#342928,Black,Black,#2a2222,Black,Black,#dec8b8,Silver,LightGrey,#3c2d28,Black,MidnightBlue,,,
Robe fourreau   Bleu marine, bleu marine  ,#333763,Teal,MidnightBlue,#353661,Teal,MidnightBlue,#35345e,Teal,MidnightBlue,#313969,Teal,MidnightBlue,,,
Robe fourreau   Bleu marine, bleu marine  ,#474c83,Gray,DimGrey,#4e5694,Gray,DimGrey,#444880,Gray,DimGrey,#4c5289,Gray,DimGrey,,,
Robe fourreau   Bleu marine, bleu marine  ,#474c83,Gray,DimGrey,#4e5694,Gray,DimGrey,#444880,Gray,DimGrey,#4c5289,Gray,DimGrey,,,
Robe fourreau à rayures   Bleu marine et blanc, bleu marine et blanc  ,#3e4574,Teal,DimGrey,#3f4980,Teal,DimGrey,#dfd4d5,Silver,LightGrey,#3c4f8c,Teal,DimGrey,,,
Robe fourreau à rayures   Bleu marine et blanc, bleu marine et blanc  ,#3e4574,Teal,DimGrey,#3f4980,Teal,DimGrey,#dfd4d5,Silver,LightGrey,#3c4f8c,Teal,DimGrey,,,
Robe fourreau à rayures   Bleu marine et blanc, bleu marine et blanc  ,#3e4574,Teal,DimGrey,#3f4980,Teal,DimGrey,#dfd4d5,Silver,LightGrey,#3c4f8c,Teal,DimGrey,,,
Robe fourreau   Blanc, blanc et argenté  ,#e6c3a7,Silver,Tan,#e5c1ab,Silver,LightPink,#e3b3a4,Silver,Tan,#e4b593,Silver,Tan,,,
Robe fourreau   Blanc, blanc et argenté  ,#e6c3a7,Silver,Tan,#e5c1ab,Silver,LightPink,#e3b3a4,Silver,Tan,#e4b593,Silver,Tan,,,
Robe fourreau   Blanc, blanc et argenté  ,#e6c3a7,Silver,Tan,#e5c1ab,Silver,LightPink,#e3b3a4,Silver,Tan,#e4b593,Silver,Tan,,,
Robe fourreau   Noir, noir et argenté  ,#362e2f,Black,MidnightBlue,#312a2d,Black,MidnightBlue,#302a2e,Black,MidnightBlue,#262125,Black,Black,,,
Robe fourreau   Bleu marine, bleu marine  ,#2c3269,Teal,MidnightBlue,#282f6c,Teal,MidnightBlue,#4e5074,Gray,DimGrey,#353e73,Teal,MidnightBlue,,,
Robe plissée   Bleu électrique, bleu électrique et bronze  ,#2682df,Teal,RoyalBlue,#f0d5bf,Silver,Moccasin,#3c95ec,Aqua,RoyalBlue,#267dd3,Teal,RoyalBlue,,,
Robe plissée   Bleu électrique, bleu électrique et bronze  ,#2682df,Teal,RoyalBlue,#f0d5bf,Silver,Moccasin,#3c95ec,Aqua,RoyalBlue,#267dd3,Teal,RoyalBlue,,,
Robe en guipure   Noir,,#363135,Black,MidnightBlue,#383338,Black,MidnightBlue,#372f31,Black,MidnightBlue,#2c2b2e,Black,MidnightBlue,,,
Robe en guipure   Noir,,#363135,Black,MidnightBlue,#383338,Black,MidnightBlue,#372f31,Black,MidnightBlue,#2c2b2e,Black,MidnightBlue,,,
Robe fourreau   Bleu marine, bleu marine et argenté  ,#3c477e,Teal,DimGrey,#374176,Teal,MidnightBlue,#353a69,Teal,MidnightBlue,#31375d,Teal,MidnightBlue,,,
Robe fourreau   Bleu marine, bleu marine et argenté  ,#3c477e,Teal,DimGrey,#374176,Teal,MidnightBlue,#353a69,Teal,MidnightBlue,#31375d,Teal,MidnightBlue,,,
Robe droite   Noir, noir  ,#2f2726,Black,Black,#38302f,Black,MidnightBlue,#382c27,Black,MidnightBlue,#ecd0b2,Silver,Moccasin,,,
Robe fourreau motifs fantaisie   Bleu marine, bleu marine et blanc  ,#e6c9b2,Silver,LightPink,#989cb7,Silver,DarkGrey,#8c889b,Gray,Grey,#e5cebf,Silver,LightGrey,,,
Robe fourreau motifs fantaisie   Bleu marine, bleu marine et blanc  ,#e6c9b2,Silver,LightPink,#999cb7,Silver,DarkGrey,#8c889b,Gray,Grey,#e5cebf,Silver,LightGrey,,,
Robe fourreau   Bleu marine, bleu marine et argenté  ,#2f336b,Teal,MidnightBlue,#5069a8,Gray,RoyalBlue,#ebd8c1,Silver,Moccasin,,,,,,
Robe longue   Rose pâle, rose pâle  ,#dcb7a0,Silver,Tan,#e8c8b4,Silver,LightPink,#f1d8d4,Silver,Beige,,,,,,
Robe longue   Rose pâle, rose pâle  ,#dcb7a0,Silver,Tan,#e8c8b4,Silver,LightPink,#f1d8d4,Silver,Beige,,,,,,
Robe fourreau   Noir, noir  ,#322c2d,Black,MidnightBlue,#2e282b,Black,MidnightBlue,#373134,Black,MidnightBlue,#2e2a2b,Black,MidnightBlue,,,
Robe droite   Turquoise, turquoise  ,#85ebf0,Silver,SkyBlue,#75e4ea,Silver,SkyBlue,#75e3e8,Silver,SkyBlue,#77e6e9,Silver,SkyBlue,,,
Robe droite   Turquoise, turquoise  ,#85ebf0,Silver,SkyBlue,#75e4ea,Silver,SkyBlue,#75e3e8,Silver,SkyBlue,#77e6e9,Silver,SkyBlue,,,
Robe fourreau   Noir, noir et doré  ,#302c2f,Black,MidnightBlue,#2c272b,Black,MidnightBlue,#2c2424,Black,Black,#2d2a2e,Black,MidnightBlue,,,
Robe fourreau   Noir, noir et doré  ,#302c2f,Black,MidnightBlue,#2c272b,Black,MidnightBlue,#2c2424,Black,Black,#2d2a2e,Black,MidnightBlue,,,
Robe patineuse en guipure   Noir, noir  ,#2b2729,Black,Black,#332d2f,Black,MidnightBlue,#312a2c,Black,MidnightBlue,#363335,Black,MidnightBlue,,,
Robe patineuse en guipure   Noir, noir  ,#2b2729,Black,Black,#332d2f,Black,MidnightBlue,#312a2c,Black,MidnightBlue,#363335,Black,MidnightBlue,,,
Robe patineuse   Fuchsia, fuchsia  ,#f8a3b2,Silver,LightPink,#f9a1b6,Silver,LightPink,#fca8c3,Silver,LightPink,#f790af,Silver,LightPink,,,
Robe bustier   Ecru, écru  ,#efccb4,Silver,Moccasin,#eec8a4,Silver,Moccasin,#ddb598,Silver,Tan,#f1f0ed,White,Cream,,,
Robe patineuse   Orange, orange  ,#f5892b,Orange,Coral,#fc9226,Orange,DarkOrange,#ebc8b0,Silver,LightPink,#fc8d26,Orange,DarkOrange,,,
Robe patineuse   Orange, orange  ,#f5892b,Orange,Coral,#fc9226,Orange,DarkOrange,#ebc8b0,Silver,LightPink,#fc8d26,Orange,DarkOrange,,,
Robe chemise   Bleu marine, bleu marine  ,#353866,Teal,MidnightBlue,#363a6a,Teal,MidnightBlue,#373a6a,Teal,MidnightBlue,#252a51,Black,MidnightBlue,,,
Robe fourreau   Bordeaux, bordeaux  ,#ad2534,Gray,Brown,#b82a3a,Gray,Brown,#bf313e,Gray,Brown,#eaccb1,Silver,Moccasin,,,
Robe fourreau   Bordeaux, bordeaux  ,#ae2535,Gray,Brown,#b82a3a,Gray,Brown,#bf313e,Gray,Brown,#eaccb1,Silver,Moccasin,,,
Robe patineuse en guipure   Blanc, blanc  ,#e6c6ab,Silver,LightPink,#ebcdb6,Silver,Moccasin,#e7cbb0,Silver,Moccasin,#e7c3a7,Silver,Tan,,,
Robe bustier   Corail, corail  ,#f88764,Orange,Salmon,#fb916e,Silver,Salmon,#fb825f,Orange,Coral,#f7714e,Orange,Coral,,,
Robe bustier   Corail, corail  ,#f88764,Orange,Salmon,#fb916e,Silver,Salmon,#fb825f,Orange,Coral,#f7714e,Orange,Coral,,,
Robe bustier   Corail, corail  ,#f88764,Orange,Salmon,#fb916e,Silver,Salmon,#fb825f,Orange,Coral,#f7714e,Orange,Coral,,,
Robe fourreau   Indigo, indigo  ,#475a9d,Gray,DimGrey,#5469ad,Gray,RoyalBlue,#465aa1,Gray,RoyalBlue,#425584,Gray,DimGrey,,,
Robe plissée   Noir et blanc, noir et blanc  ,#383537,Black,MidnightBlue,#e6cbb6,Silver,Pink,#342e2f,Black,MidnightBlue,#383332,Black,MidnightBlue,,,
Robe à perles   Blanc, blanc et argenté  ,#e0c0a2,Silver,Tan,#d1c8bb,Silver,Silver,#d1c8c8,Silver,LightGrey,#dac5aa,Silver,Silver,,,
Robe à perles   Blanc, blanc et argenté  ,#e0c0a1,Silver,Tan,#d1c8bb,Silver,Silver,#d1c8c8,Silver,LightGrey,#dac5aa,Silver,Silver,,,
Robe à perles   Blanc, blanc et argenté  ,#e0c0a2,Silver,Tan,#d1c8bb,Silver,Silver,#d1c8c8,Silver,LightGrey,#dac5aa,Silver,Silver,,,
Robe patineuse   Noir, noir,#3a3538,Black,MidnightBlue,#312a2b,Black,MidnightBlue,#372e2e,Black,MidnightBlue,#343237,Black,MidnightBlue,,,
Robe patineuse   Noir, noir,#3a3538,Black,MidnightBlue,#312a2b,Black,MidnightBlue,#372e2e,Black,MidnightBlue,#343237,Black,MidnightBlue,,,
Robe droite   Ecru, écru  ,#dbbba1,Silver,Tan,#ddc1ac,Silver,Silver,#eeeff3,White,Lavender,#e0c6ad,Silver,Silver,,,
Robe droite   Ecru, écru  ,#dbbba1,Silver,Tan,#ddc1ac,Silver,Silver,#eeeff3,White,Lavender,#e0c6ad,Silver,Silver,,,
Jupe motifs rouge à lèvres   Bleu marine, bleu marine,#e9c2ad,Silver,LightPink,#e6beaa,Silver,LightPink,#464671,Gray,DimGrey,#485289,Gray,DimGrey,,,
Jupe volantée   Bleu nuit, bleu nuit et argenté  ,#eec9b2,Silver,LightPink,#ebc3ab,Silver,LightPink,#393746,Black,MidnightBlue,#272d42,Black,MidnightBlue,,,
Jupe volantée   Bleu nuit, bleu nuit et argenté  ,#eec9b2,Silver,LightPink,#ebc3ab,Silver,LightPink,#393746,Black,MidnightBlue,#272d42,Black,MidnightBlue,,,
Jupe volantée   Bleu nuit, bleu nuit et argenté  ,#eec9b2,Silver,LightPink,#ebc3ab,Silver,LightPink,#393746,Black,MidnightBlue,#272d42,Black,MidnightBlue,,,
Jupe en dentelle Ecru, écru  ,#e4d9d0,Silver,LightGrey,#eabead,Silver,LightPink,#e7dfd6,Silver,LightGrey,#deccc0,Silver,LightGrey,,,
Jupe en dentelle Ecru, écru  ,#e4d9d0,Silver,LightGrey,#eabead,Silver,LightPink,#e7dfd6,Silver,LightGrey,#deccc0,Silver,LightGrey,,,
Jupe motifs fleuris   Bleu, bleu,#efc9b3,Silver,LightPink,#eeccb7,Silver,Moccasin,#a0abb9,Silver,DarkGrey,#ced8e1,Silver,LightGrey,,,
Jupe motifs fleuris   Bleu, bleu,#efc9b3,Silver,LightPink,#eeccb7,Silver,Moccasin,#9faab9,Silver,DarkGrey,#ced8e1,Silver,LightGrey,,,
Jupe volantée motifs fantaisie   Bleu marine, bleu marine,#f0cdb6,Silver,Moccasin,#eccab4,Silver,LightPink,#48354a,Gray,MidnightBlue,#323055,Teal,MidnightBlue,,,
Jupe volantée motifs fantaisie   Bleu marine, bleu marine,#f0cdb6,Silver,Moccasin,#eccab5,Silver,LightPink,#48354a,Gray,MidnightBlue,#323055,Teal,MidnightBlue,,,
Jupe motifs fantaisie Violet, violet,#e4c2b1,Silver,LightPink,#e0bea9,Silver,Tan,#9b818d,Gray,Grey,#422837,Black,MidnightBlue,,,
Jupe motifs fantaisie Violet, violet,#e4c2b1,Silver,LightPink,#e0bea9,Silver,Tan,#9b818d,Gray,Grey,#422838,Black,MidnightBlue,,,
Jupe droite motifs animaliers   Ecru et noir, écru,#ebc3ad,Silver,LightPink,#e7bfa9,Silver,LightPink,#e9d7cd,Silver,LightGrey,#46413d,Gray,DimGrey,,,
Jupe courte Bleu métallisé, bleu métallisé  ,#eec8b4,Silver,LightPink,#eac4af,Silver,LightPink,#34a1b8,Teal,MediumTurquoise,#3b8895,Teal,DarkCyan,,,
Jupe courte Bleu métallisé, bleu métallisé  ,#eec8b4,Silver,LightPink,#eac4af,Silver,LightPink,#34a1b8,Teal,MediumTurquoise,#3b8895,Teal,DarkCyan,,,
Jupe courte Bleu métallisé, bleu métallisé  ,#eec8b4,Silver,LightPink,#eac4af,Silver,LightPink,#34a1b8,Teal,MediumTurquoise,#3b8895,Teal,DarkCyan,,,
Jupe motifs fantaisie   Bleu marine, bleu marine,#eac3ae,Silver,LightPink,#e8c4b0,Silver,LightPink,#4f4149,Gray,DimGrey,#322732,Black,MidnightBlue,,,
Jupe motifs fantaisie   Bleu marine, bleu marine,#eac3ae,Silver,LightPink,#e8c4b0,Silver,LightPink,#4f4149,Gray,DimGrey,#322732,Black,MidnightBlue,,,
Jupe motifs fantaisie   Bleu marine, bleu marine,#eac3ae,Silver,LightPink,#e8c4b0,Silver,LightPink,#4f4149,Gray,DimGrey,#322732,Black,MidnightBlue,,,
Jupe à pois   Bleu marine, bleu marine et blanc  ,#e0b7a6,Silver,Tan,#ebc8b4,Silver,LightPink,#4d4e6c,Gray,DimGrey,#373a5c,Teal,MidnightBlue,,,
Jupe motifs aztèques Bleu, bleu,#e6bda6,Silver,Tan,#ebc3ad,Silver,LightPink,#d9645d,Gray,Tomato,#a0b8d3,Silver,Silver,,,
Jupe patineuse   Anthracite, anthracite et argenté  ,#e8c0ac,Silver,LightPink,#eed1c0,Silver,Pink,#918c8d,Gray,Grey,#757072,Gray,DimGrey,,,
Jupe patineuse   Anthracite, anthracite et argenté  ,#e8c0ac,Silver,LightPink,#eed1c0,Silver,Pink,#918c8d,Gray,Grey,#757072,Gray,DimGrey,,,
Jupe patineuse   Ecru, écru  ,#e0af99,Silver,Tan,#eac7b3,Silver,LightPink,#e0bba5,Silver,Tan,#dbdbdc,Silver,LightGrey,,,
Jupe patineuse   Ecru, écru  ,#e0af99,Silver,Tan,#eac7b3,Silver,LightPink,#e0bca5,Silver,Tan,#dadadc,Silver,LightGrey,,,
Jupe patineuse   Ecru, écru  ,#e0af99,Silver,Tan,#eac7b3,Silver,LightPink,#e0bca5,Silver,Tan,#dddddf,Silver,LightGrey,,,
Jupe motifs fantaisie   Ecru, écru,#ecc9b7,Silver,Pink,#ecc9b4,Silver,LightPink,#dcd6d8,Silver,LightGrey,#afa5b3,Silver,DarkGrey,,,
Jupe motifs fantaisie   Ecru, écru,#ecc9b7,Silver,Pink,#ecc9b4,Silver,LightPink,#dcd6d8,Silver,LightGrey,#afa5b3,Silver,DarkGrey,,,
Jupe en jean   Bleu, bleu  ,#e6bda9,Silver,LightPink,#e9c6b1,Silver,LightPink,#a5c7e2,Silver,LightBlue,#b0d3e9,Silver,LightBlue,,,
Jupe droite à sequins   Bleu marine, bleu marine,#e2b09b,Silver,Tan,#ebc8b2,Silver,LightPink,#2f4257,Teal,MidnightBlue,#2b3958,Teal,MidnightBlue,,,
Jupe irisée   Blanc, blanc et argenté  ,#e1b79f,Silver,Tan,#d8b29b,Silver,Tan,#7e7c7e,Gray,Grey,#dbdad8,Silver,LightGrey,,,
Jupe en guipure   Blanc, blanc  ,#eccfb9,Silver,Moccasin,#e3bea7,Silver,Tan,#ecceb9,Silver,Moccasin,#ddd0c9,Silver,LightGrey,,,
Jupe motifs fleuris   Noir, noir,#ebc1aa,Silver,LightPink,#e9c3ac,Silver,LightPink,#bbacab,Silver,DarkGrey,#d4bfc0,Silver,Silver,,,
Jupe en jean   Bleu, bleu  ,#e9c0a9,Silver,LightPink,#e9c4ae,Silver,LightPink,#6a80ab,Gray,Grey,#576887,Gray,DimGrey,,,
Jupe en jean   Bleu, bleu  ,#e9c0a9,Silver,LightPink,#e9c4ae,Silver,LightPink,#6a80ab,Gray,Grey,#576887,Gray,DimGrey,,,
Jupe à rayures Bleu marine, bleu marine et blanc  ,#e5c4b2,Silver,LightPink,#ddb8a1,Silver,Tan,#49434e,Gray,DimGrey,#373751,Teal,MidnightBlue,,,
Jupe   Taupe, taupe  ,#eecab7,Silver,Pink,#eecbb6,Silver,Pink,#b49388,Gray,RosyBrown,#b18f85,Gray,RosyBrown,,,
Jupe irisée   Noir et blanc, noir et blanc  ,#e2b9a2,Silver,Tan,#e7c9b5,Silver,LightPink,#c1b0a2,Silver,DarkGrey,#918e8e,Gray,Grey,,,
Jupe en nubuck de chèvre   Bleu roi, bleu roi  ,#e4c0ac,Silver,LightPink,#e3c7b6,Silver,LightPink,#e7adb9,Silver,LightPink,#234ca8,Teal,RoyalBlue,,,
Jupe courte Noir, noir  ,#eec9b4,Silver,LightPink,#ecc5ae,Silver,LightPink,#464248,Gray,DimGrey,#4e4e53,Gray,DimGrey,,,
Jupe courte Noir, noir  ,#eec9b4,Silver,LightPink,#ecc5af,Silver,LightPink,#464248,Gray,DimGrey,#4e4e53,Gray,DimGrey,,,
